wbf,eh_1,eh_2,eh_3,eh_4,eh_5,eh_6,eh_7,eh_8,eh_9,eh_10,eh_11,eh_12,eh_13,eh_14,eh_15,eh_16,eh_17,eh_18,eh_19,eh_20,eh_21,eh_22,eh_23,eh_24,eh_25,temp_range,target
474.1935483871,0.17858543035217,0.17244144392985,0.043768649082381,0.26549863688413,0.068175847411919,0.128343111539,0.02812577063611,0.037949278750981,0.41931624863643,0.2660376517674,0.11300409822005,0.040826675462916,0.060988041145095,0.031853855322944,0.10856429315033,0.023539077475848,0.020528836392471,0.017486667590896,0.054025586626134,0.25645584891343,0.28407459972856,0.1096681904141,0.027884807715486,0.019769288541706,0.017993793274142,1,0
495.50561797753,0.38274831867335,0.38392600346362,0.05312603318067,0.65661884268809,0.1752720726654,0.30824173056992,0.15971409748549,0.030290732838257,0.1100737860653,0.88868222443741,0.47442169787298,0.16931144120198,0.073560634088339,0.1230920279911,0.032262147517158,0.15640414025227,0.033297512761018,0.05466554574684,0.025495067142349,0.02682914405134,0.1593596842684,0.40956214244729,0.27394688434931,0.074905814662261,0.027395534562839,1,0
501.13636363636,1.1105970470902,1.0398936324125,0.17288600215394,1.3928995059649,0.60804135953854,0.41028062125887,0.2083441020522,0.051975191294435,0.1742830609164,1.5786569727692,1.5045163526395,0.57636563757704,0.1407096697155,0.093372675820089,0.042968583462701,0.19043388057742,0.071332534931402,0.076497106397564,0.034553251973539,0.033131634048786,0.12889048959172,0.47961959433923,0.45379660393674,0.15170214685763,0.040911389844623,1,0
506.89655172414,0.21845004449575,0.2184808845071,0.027407918181782,0.43259094794925,0.17681781246336,0.22948630440389,0.091718970181582,0.0099001048609068,0.026316996516579,0.55724818167095,0.48855688965961,0.1750309526476,0.038074184959205,0.061832585808602,0.011260782964052,0.091067731586355,0.048318092321294,0.024035679674261,0.014079164781591,0.0099093344223354,0.036424407673626,0.29686186823796,0.34151157495807,0.12529385467259,0.01824770529337,1,0
565.38461538462,0.03485843393381,0.058285032152827,0.17360744890369,0.036099901790763,0.37789282476803,0.048055646035685,0.21749787731909,0.07481061482201,0.023331820312181,0.03268049917969,0.24191909922889,0.37777712383841,0.1678305173031,0.039534405396498,0.024730559578239,0.04290053317673,0.019345465081299,0.0727534070798,0.020873369262717,0.028847245388715,0.020272792112854,0.022123814191615,0.027397152010906,0.11644626405107,0.23171164026584,1,0
558.22784810127,0.074046670903937,0.12028839248778,0.43489284420684,0.059294100523136,1.2943632383653,0.093039069842179,0.87165309709564,0.21308893321896,0.021445880682255,0.043906684467824,0.67491502733216,1.3588012174379,0.43042700512845,0.083522160059003,0.059332686695474,0.14387070910642,0.018536106161372,0.24400354957347,0.074981801513679,0.034121252156186,0.029003501851109,0.020566682363606,0.03784510462043,0.33761484676943,1.0266364272425,1,0
572.72727272727,0.17387613441153,0.41611796995533,0.86672188941937,0.12287655765598,1.6188263708069,0.3242192736329,0.66785230341234,0.16231413187088,0.060176949850612,0.076910007467578,0.47635385663136,1.798408301667,0.88805554222542,0.30281457050159,0.10010098167572,0.12247167967717,0.046246265570093,0.095709989390819,0.14373923485714,0.045129015517765,0.059722999525501,0.045189053978678,0.064683007422629,0.18273759305263,0.7618318758161,1,0
572.72727272727,0.11898764807299,0.3730855161141,0.6499532644142,0.10448527700319,1.1959661648716,0.30208826469339,0.41405503795781,0.28130856851016,0.06131702117985,0.072441038869676,0.28841989099322,1.4728292015253,0.74319846273208,0.29599219817482,0.10667227182743,0.10639332429654,0.049845495377743,0.15634775060678,0.26690334748052,0.05298042492851,0.06495704651695,0.044686863337547,0.031769888623717,0.084776709736602,0.47813370040051,1,0
558.22784810127,0.15008843701074,0.45396338521173,0.55293454853232,0.16206536426098,0.80680300113128,0.39179778861103,0.45230072476571,0.24943921018367,0.058405550156022,0.12121139467681,0.45364531780729,0.87181721337285,0.57185360603542,0.36475977238626,0.20174489522931,0.10606008446534,0.068111808644194,0.21811060568664,0.086460048996955,0.068803190178851,0.062556230508003,0.05563034393663,0.10501159274701,0.24551420430448,0.50035904182494,1,0
558.22784810127,0.070814106851441,0.1468031355475,0.36429204403631,0.064749389515569,0.67850079337103,0.10036992590492,0.29797113071225,0.11266006965319,0.01864358280773,0.061021480329183,0.461157545742,0.71054743716908,0.36823721573421,0.096371734438275,0.043173378792843,0.081450183449505,0.027210925393193,0.11096418466498,0.039937630179273,0.033130841638522,0.017184224764795,0.015559914618754,0.054685314992654,0.18952788455382,0.36926713835763,1,0
558.22784810127,0.10965384168665,0.19535909944489,0.3402041704574,0.092397300836389,0.62480541937944,0.12788993531226,0.29912506885916,0.18564341916118,0.029776713513517,0.082385950728861,0.55550360898503,0.68172662522387,0.33497270042367,0.12981764151115,0.052866043564293,0.054443901867105,0.0415028985556,0.18345450973504,0.059555929890772,0.04052134502548,0.028965622549125,0.021801126181505,0.048380508308352,0.21177678231955,0.33832765987941,1,0
432.35294117647,0.28203911185845,0.27564771730146,0.31099052044381,0.2753680471841,0.25695605225215,0.046095486391256,0.024127099021028,0.34070393626866,0.62216988352731,0.27333607913972,0.054427238314816,0.039547110057698,0.036003863290529,0.039710859901272,0.038177799046791,0.017288281808327,0.025342167435143,0.12385593758815,0.27919051559456,0.17821116179733,0.032572065118826,0.016868488592693,0.019424864534955,0.034173925419109,0.013562745911535,1,0
474.1935483871,0.6409432096472,0.63062457997295,0.068878858004434,1.0148016486651,0.072344852439665,0.44021341258731,0.084898475925591,0.045244443983555,0.51483005254021,1.0733995580631,0.39062658383846,0.08413207898464,0.13180138547666,0.037120275604137,0.3350225958562,0.076187807157171,0.070821024592605,0.032846029980696,0.028886867019646,0.19726378538039,0.6851263165235,0.42280500821168,0.083842868095937,0.031937869617172,0.022124320309863,1,0
469.14893617021,0.65843216311504,0.58387049676748,0.17096527710407,0.91923899779076,0.17856544335887,0.4375155083333,0.11051707927652,0.12578338194132,0.62851436121181,0.91162710622839,0.37317684270015,0.176462558501,0.20282559174407,0.097220674818395,0.23126443745589,0.093084545459937,0.082261543753271,0.055243590688552,0.11167500800753,0.29877074910077,0.60106270760634,0.37828334457721,0.13366591284041,0.063529522108869,0.063817595053032,1,0
512.79069767442,0.15117246097639,0.15730339527295,0.10149422165137,0.208332567036,0.25781329884111,0.084947943989928,0.14457447691567,0.035097448720838,0.043885260718704,0.21944205511255,0.65819692880279,0.25495346447675,0.095285676159453,0.031082931340427,0.050626356981183,0.033398367000305,0.13773514474311,0.031909649800868,0.038340173297226,0.021515120083945,0.025455322785218,0.07461521258857,0.30150343910837,0.3305571716798,0.12734013826205,1,0
525.0,0.19407152670803,0.20080144441518,0.085144855964055,0.26044867875244,0.44861913650052,0.091818046787493,0.11477182510535,0.020080646212328,0.031802756481081,0.27605510035337,0.95112315132652,0.44850932405207,0.083743465578027,0.035953468535701,0.05639791253796,0.024570373711864,0.10212963828697,0.017264517758395,0.038952147810048,0.015522687319163,0.01970991393586,0.088073889743925,0.42271651933372,0.37029632376015,0.1006555522191,1,0
512.79069767442,0.11053553282416,0.11501787670912,0.055430672589188,0.1556467389528,0.21480356579112,0.071085468926332,0.061658692750644,0.023813678065922,0.027090727963591,0.1677897697059,0.45013211524926,0.21231394430777,0.053135714109854,0.026698651291847,0.036697387658498,0.026436598463026,0.099364756623383,0.022755723758936,0.030007182975663,0.019390013774321,0.017570740966552,0.063345895838467,0.24393636886968,0.18906158497447,0.046977430760342,1,0
531.32530120482,0.19414551976839,0.19655962552576,0.12983961286924,0.20519273647166,0.38904671288041,0.075018424828963,0.14893108208121,0.036630333111147,0.044259511332411,0.21630228401588,0.76160754720869,0.38442958429945,0.11114830308789,0.046903816932105,0.056322941210181,0.031166230111691,0.084074610199555,0.026288285677012,0.035249245370446,0.019364559936835,0.022930299003654,0.059114016288233,0.29046453596941,0.3244751418443,0.12868111740385,1,0
537.80487804878,0.50297710224728,0.46440083339867,0.35648864539029,0.40219226458789,0.43317834246449,0.23378929787388,0.32650663070772,0.21011236613208,0.19092097975655,0.322847669193,0.69285421701786,0.35059474925445,0.17244829583181,0.13448775597919,0.11709641399439,0.099300638505529,0.13738196598466,0.096496512466395,0.063888169076222,0.065544432104902,0.075928751099062,0.091559129626138,0.26991923458051,0.33963674934792,0.18436542364007,1,0
484.61538461538,0.44141899176421,0.44328260132359,0.15947067485903,0.70275667984965,0.15808305154852,0.38428562727444,0.15272800734042,0.083682360821806,0.47037155278469,0.81237564125621,0.26547061250099,0.10367489463274,0.097808966365156,0.079563126101554,0.097993335254644,0.14962607912677,0.043683846848806,0.055839522784734,0.079141606706734,0.26891360890207,0.46337613838101,0.38628616666781,0.16056346642228,0.046844542349485,0.051181377362134,1,0
474.1935483871,1.0299992891756,1.0233476579245,0.11912844130336,1.6910682691132,0.1783354294289,0.75610920317208,0.13841714753395,0.065798876835433,0.99314759047096,1.7900998979368,0.63123968168129,0.20655791300811,0.22109364732917,0.055621246854744,0.35893795092765,0.12647985223637,0.1128120669518,0.047009247914066,0.067039433404886,0.48285940793097,1.1400546466782,0.74038331910408,0.17275621851061,0.062656359377443,0.039545037768052,1,0
464.21052631579,0.28402930262189,0.26690361105852,0.036897593881799,0.36308039693853,0.043764427092862,0.1374368074376,0.02774183640499,0.02946650538898,0.28423938708121,0.36964394256417,0.14383664497255,0.041257868996163,0.062024277958953,0.021238437379479,0.065730463573022,0.024527784751163,0.022209258225228,0.015990169788451,0.027359243051853,0.14142722212055,0.2588967340986,0.12877254726157,0.031403378950955,0.016796692555107,0.015768730993584,1,0
459.375,0.27885935798991,0.27041525513878,0.041427850098069,0.30829675954342,0.053965872810412,0.091884242936619,0.034558114566689,0.030292487177199,0.22281391507043,0.31137562941444,0.15265951652396,0.045670784537291,0.041118342026193,0.024275923508718,0.054436172787646,0.027297643404183,0.024876434288448,0.017634097080816,0.02948498626037,0.086004214115383,0.13489044811496,0.077806901690847,0.026782317802459,0.015906486878072,0.017185807886476,1,0
464.21052631579,0.6523782494175,0.61762628856251,0.10504560442529,0.74531754841113,0.09284607482218,0.18898642674424,0.058684890851961,0.047391470151423,0.38727107141556,0.74304708262736,0.37582695804143,0.086140779647219,0.06065011210754,0.032288637769535,0.10948474694769,0.047896044448412,0.031093876804014,0.01849017114679,0.022452046593768,0.11030545867849,0.21708004893731,0.16480775019197,0.050775473825904,0.02651947029466,0.017862265856563,1,0
428.15533980583,0.16061284568218,0.13631818898533,0.16966044385011,0.18697678168077,0.2366239533823,0.12983424074005,0.065122771492689,0.1893384341118,0.33217690832124,0.14137003184369,0.060194710656769,0.066817547967578,0.04952723470657,0.069121149471608,0.03954158003961,0.053066854244483,0.065303980056849,0.12146438571116,0.25226028933467,0.20335115385536,0.117622860017,0.07501527261242,0.037333504204539,0.026641568567583,0.021938261625946,1,0
