Dataset,Erro Médio Regressor,Erro Médio DySsyn,Tempo Médio Regressor (s),Tempo Médio DySsyn (s),Batch_Size
balance.1,0.03395982456140357,0.036417270741362806,0.010099702635718705,0.11545612894176309,160
balance.3,0.03932526315789484,0.0379124136059495,0.010654752631365371,0.11662412368490263,160
breast-cancer,0.03390938596491222,0.039127016297968324,0.011199402633601016,0.11515996315651328,160
cmc.1,0.2933388596491228,0.20492494661853708,0.009998431582444985,0.11677262894839882,160
cmc.2,0.4226237719298246,0.4096724437041115,0.010829457899825158,0.12009955000126195,160
cmc.3,0.38742429824561403,0.3409836001383751,0.010241376315733712,0.11698193684538924,160
ctg.1,0.0987892982456136,0.08619202184801839,0.012388542107625031,0.13572093420570078,160
ctg.2,0.14393885964912315,0.1456681140652099,0.012608313157933912,0.13394127895069113,160
ctg.3,0.07157026315789512,0.03788599398301097,0.01078830000111147,0.12447147631227333,160
german,0.36356254385964965,0.465510659955462,0.010354110520749697,0.12345596578731936,160
haberman,0.45688315789473694,0.49095799862105105,0.012559110530051648,0.12403995262789785,160
ionosphere,0.0475921929824564,0.022417683231868834,0.011390705262065717,0.12340585526391423,160
iris.2,0.03041026315789455,0.03892712021632969,0.010490847368553085,0.1222681921085735,160
iris.3,0.03304868421052627,0.021636332267438108,0.011476760526420549,0.12456599473616255,160
mammographic,0.11412938596491176,0.1086076575732145,0.010954281574078394,0.12591539474516666,160
pageblocks.5,0.24268289473684238,0.24433120986270995,0.0102727289470893,0.1224691026329406,160
semeion,0.1492898245614036,0.2559191751352598,0.011445352631486267,0.12503189210761584,160
sonar,0.2728108771929827,0.06378908427050942,0.010913268417904251,0.1235664999970284,160
spambase,0.03679833333333346,0.028886192154518084,0.011512665788790113,0.1287073842081315,160
spectf,0.16749043859649101,0.49863965813226807,0.011075871059131858,0.1258510631558142,160
tictactoe,0.06640087719298261,0.05949765184874398,0.010969376307912171,0.12456392894934029,160
transfusion,0.36980999999999986,0.3712145862036865,0.01055124737352966,0.1246899236836103,160
wdbc,0.04034877192982493,0.045838753326320966,0.012650786842354328,0.12773680263872897,160
wine.1,0.022932105263157986,0.012862198346774696,0.010903644738535053,0.12356883684160973,160
wine.2,0.02836780701754377,0.01033051581746699,0.011290818420667691,0.12214487105742783,160
wine.3,0.04798552631578963,0.027287519911895035,0.010668784206867904,0.12382096316095588,160
wine-q-red,0.04306956140350888,0.05109174990418606,0.013188439471904482,0.15386656842555999,160
wine-q-white,0.13333552631578915,0.1696377374038651,0.010786028938845879,0.1279098473758878,160
yeast,0.24995184210526325,0.44847892907549797,0.010706697362413826,0.12413349210768693,160
