Dataset,Erro Médio Regressor,Erro Médio DySsyn,Tempo Médio Regressor (s),Tempo Médio DySsyn (s),Batch_Size
balance.1,0.034296228070175364,0.039740932896800155,0.010984136837865472,0.11656132368769154,120
balance.3,0.03935096491228081,0.04233821827554909,0.010097265794971272,0.1135231947363967,120
breast-cancer,0.02848368421052633,0.03534101232406126,0.010296618420397863,0.11321253683969476,120
cmc.1,0.2643661403508773,0.20358526477261307,0.010263299999917907,0.11591786052725327,120
cmc.2,0.430519649122807,0.4120814551801697,0.010540834202210567,0.11665993684590303,120
cmc.3,0.3658299122807016,0.3382905287349243,0.010909115792999632,0.1181180368462504,120
ctg.1,0.09771736842105228,0.08208249139460128,0.01013785788611705,0.11426776579250336,120
ctg.2,0.13957894736842133,0.1462442055624431,0.010585586836034628,0.11476962368530956,120
ctg.3,0.06707394736842141,0.03420744307903425,0.011139463163042245,0.11817347894477855,120
german,0.28099964912280767,0.45215942462092656,0.010490460528097557,0.11582312631684258,120
haberman,0.4597189473684211,0.4906752126191433,0.010843507893457028,0.11629601316005726,120
ionosphere,0.04371096491228088,0.027034524392788223,0.010791757893074598,0.11479541315623608,120
iris.2,0.024809122807017497,0.03234660706161887,0.010452323685106086,0.11381794210970647,120
iris.3,0.024061228070175383,0.01883112015273139,0.010332586839611298,0.11215249736836229,120
mammographic,0.10260070175438558,0.10623026213206581,0.010203713157496071,0.11435407894743166,120
pageblocks.5,0.26676114035087745,0.25196888189799127,0.010624778947155727,0.11511706315152544,120
semeion,0.14372991228070187,0.2621293450683319,0.01274518421115844,0.13992978683611573,120
sonar,0.2750566666666668,0.07292580792802009,0.013407071053638663,0.15825302631588115,120
spambase,0.03925710526315817,0.03598304342337024,0.013173994735361225,0.1636230631602781,120
spectf,0.17843131578947355,0.497762465149812,0.013932047371973136,0.15692922631339906,120
tictactoe,0.0715064912280703,0.057827640370248325,0.013395055269173003,0.15632374210460848,120
transfusion,0.3814571052631578,0.3713338599164327,0.011343760530795216,0.12301047895207855,120
wdbc,0.03409640350877225,0.04261394776407373,0.010669663157865503,0.1256911578943561,120
wine.1,0.02256368421052638,0.015690154225953032,0.01108079999654652,0.12141806315967667,120
wine.2,0.0329142105263158,0.010641011314477072,0.010686278949785782,0.12195739210399456,120
wine.3,0.04601578947368432,0.026281898053075674,0.010887181577824154,0.12151804999877258,120
wine-q-red,0.06823903508771942,0.068016948453084,0.011638471046401384,0.13058204210737082,120
wine-q-white,0.1298288596491226,0.17163784075233934,0.011369244734707632,0.12325368947686481,120
yeast,0.3600119298245616,0.43143998738991185,0.011146405267553698,0.12689671842044367,120
