Dataset,Erro Médio Regressor,Erro Médio DySsyn,Tempo Médio Regressor (s),Tempo Médio DySsyn (s),Batch_Size
balance.1,0.042856491228070275,0.04040128219664616,0.010691268424699573,0.1167772947351056,200
balance.3,0.03523263157894746,0.03510821734268112,0.010540015793307439,0.1185464578953351,200
breast-cancer,0.02961324561403524,0.03780642100660799,0.010420836848329361,0.11441611579319119,200
cmc.1,0.28898991228070176,0.19735842316750773,0.010154618422108653,0.11737760789631131,200
cmc.2,0.42693342105263155,0.41119068850027535,0.010203986845322345,0.11810883684665896,200
cmc.3,0.379344298245614,0.3542923105971797,0.010538465790695659,0.12023427894516651,200
ctg.1,0.09046061403508739,0.0750478824115214,0.01064559210575872,0.11671467631056562,200
ctg.2,0.13095666666666692,0.1328576615506484,0.010241907889538101,0.11611586053377802,200
ctg.3,0.06999912280701799,0.037988181315242966,0.010566781581330457,0.11729736579428918,200
german,0.29084780701754465,0.46499141674033595,0.010654821054470775,0.11982941315785099,200
haberman,0.46372982456140366,0.4928408034599605,0.010721552628398823,0.11791598684871324,200
ionosphere,0.04432394736842136,0.024105545950051422,0.010245863161368393,0.11553216841849989,200
iris.2,0.03819035087719286,0.03894341265433022,0.01188612895049645,0.11586160526770216,200
iris.3,0.021948947368420967,0.0168654387902303,0.010527431578865569,0.11566238947163679,200
mammographic,0.10073728070175399,0.10029879239585929,0.010351786840290419,0.11687595263662699,200
pageblocks.5,0.2628205263157896,0.26891931289071974,0.010493163160342527,0.11485208157989148,200
semeion,0.1491012280701756,0.2628275371216102,0.010334381579396952,0.11626681578988944,200
sonar,0.2735709649122809,0.07606576306708268,0.010411010529711157,0.11570850000441026,200
spambase,0.033599561403509004,0.028629246997912618,0.010818121055643516,0.11867787631222439,200
spectf,0.17308719298245595,0.4991659739217418,0.010598589470119853,0.1169650394739093,200
tictactoe,0.07025210526315802,0.05434110754893445,0.010607884207274765,0.11787231579134975,200
transfusion,0.38265245614035076,0.37136054657770795,0.010747071050756955,0.11914100000132366,200
wdbc,0.044774385964912705,0.04494001841597088,0.010450384215035132,0.11619603420503584,200
wine.1,0.037848421052631635,0.012887875325469896,0.01035478683709363,0.11551728947118758,200
wine.2,0.02647464912280704,0.008815398523769169,0.010153752633701324,0.11495308683707232,200
wine.3,0.04260350877193003,0.026758190598905794,0.009961786840760493,0.11295838947530444,200
wine-q-red,0.05812096491228067,0.05365934120149463,0.011138602627110422,0.11923660789187507,200
wine-q-white,0.1344957017543856,0.1732705651200013,0.010643102640690478,0.12073309999725193,200
yeast,0.3764561403508774,0.4502411162447728,0.01031209999775073,0.1185738236894586,200
